channel,region,object_id,feature_name,feature_value
na,cell,1,neighbors,"[5, 7, 11, 2, 3]"
na,cell,2,neighbors,"[1, 11, 5, 12, 3, 13, 4]"
na,cell,3,neighbors,"[1, 7, 2, 9, 4, 13, 19, 8]"
na,cell,4,neighbors,"[2, 3, 13, 7, 19, 8]"
na,cell,5,neighbors,"[10, 16, 1, 11, 7, 6, 2]"
na,cell,6,neighbors,"[10, 17, 5, 7, 18, 9, 16]"
na,cell,7,neighbors,"[5, 10, 6, 1, 9, 3, 8, 4]"
na,cell,8,neighbors,"[3, 7, 9, 4, 19, 18]"
na,cell,9,neighbors,"[7, 6, 18, 10, 17, 3, 8, 19, 20]"
na,cell,10,neighbors,"[5, 16, 17, 6, 7, 18, 9]"
na,cell,11,neighbors,"[5, 16, 1, 2, 12, 15]"
na,cell,12,neighbors,"[11, 16, 2, 15, 13, 19]"
na,cell,13,neighbors,"[2, 12, 15, 3, 4, 19]"
na,cell,15,neighbors,"[16, 17, 12, 11, 20, 13, 19]"
na,cell,16,neighbors,"[5, 10, 17, 11, 12, 15, 6, 20]"
na,cell,17,neighbors,"[16, 10, 6, 18, 9, 15, 20]"
na,cell,18,neighbors,"[6, 17, 10, 9, 20, 19, 8]"
na,cell,19,neighbors,"[3, 13, 12, 15, 20, 9, 18, 4, 8]"
na,cell,20,neighbors,"[16, 17, 15, 18, 19, 9]"
nuclei_intensity,nuclei,1,q0_000,0.0
nuclei_intensity,nuclei,1,q0_250,17105.0
nuclei_intensity,nuclei,1,q0_500,23081.0
nuclei_intensity,nuclei,1,q0_750,29384.0
nuclei_intensity,nuclei,1,q1_000,64455.0
nuclei_intensity,nuclei,2,q0_000,4226.0
nuclei_intensity,nuclei,2,q0_250,16627.0
nuclei_intensity,nuclei,2,q0_500,20996.0
nuclei_intensity,nuclei,2,q0_750,25617.0
nuclei_intensity,nuclei,2,q1_000,53867.0
nuclei_intensity,nuclei,3,q0_000,1631.0
nuclei_intensity,nuclei,3,q0_250,14509.0
nuclei_intensity,nuclei,3,q0_500,21804.5
nuclei_intensity,nuclei,3,q0_750,30203.75
nuclei_intensity,nuclei,3,q1_000,65535.0
nuclei_intensity,nuclei,4,q0_000,3499.0
nuclei_intensity,nuclei,4,q0_250,17915.0
nuclei_intensity,nuclei,4,q0_500,25254.0
nuclei_intensity,nuclei,4,q0_750,31815.0
nuclei_intensity,nuclei,4,q1_000,65535.0
nuclei_intensity,nuclei,5,q0_000,1928.0
nuclei_intensity,nuclei,5,q0_250,17599.5
nuclei_intensity,nuclei,5,q0_500,24489.5
nuclei_intensity,nuclei,5,q0_750,33371.75
nuclei_intensity,nuclei,5,q1_000,65535.0
nuclei_intensity,nuclei,6,q0_000,0.0
nuclei_intensity,nuclei,6,q0_250,17658.0
nuclei_intensity,nuclei,6,q0_500,25523.0
nuclei_intensity,nuclei,6,q0_750,34627.0
nuclei_intensity,nuclei,6,q1_000,65535.0
