node_id,mamut_id,mamut_x,mamut_y,mamut_z,mamut_t,time,merge,merged_track,timepoint_id,split,generation,branch_id,dendogram_symmetric,dendogram_uniform,merged_branch_id,cell_id,gen1_label,split_orient,time_since_split,mamut_parent_id,z,y,x,displacement,timepoint_cell_id
1564,1564,72.15849093779237,68.67120499641241,49.63302108462308,302,50.343399999999995,0,0,0,0,0,4,9.0,4.5,-1,1564,0,0.0,1.0,1548,25,264,278,1.543135541559283,0
1565,1565,67.68717740861594,64.93331225251906,55.70619901267719,302,50.343399999999995,0,0,1,0,0,0,1.0,0.0,-1,1565,0,0.0,1.0,1544,28,250,260,0.46911045441397486,1
1566,1566,69.96056855281796,65.8037889613336,69.81985326304118,302,50.343399999999995,0,0,2,0,0,3,7.0,3.0,-1,1566,0,0.0,1.0,1547,35,253,269,2.2630923978459956,2
1567,1567,73.49778247882017,60.33421808531856,61.479332260456026,302,50.343399999999995,0,0,3,0,0,1,3.0,1.0,-1,1567,0,0.0,1.0,1545,31,232,283,1.055415275852899,3
1568,1568,63.95082292541927,70.40251563506689,66.01242199214758,302,50.343399999999995,0,0,4,0,0,2,5.0,2.0,-1,1568,0,0.0,1.0,1546,33,271,246,3.058404197353151,4
1569,1569,70.73083176273308,83.96106313954986,51.32192630584018,302,50.343399999999995,0,0,5,0,0,5,11.0,6.0,-1,1569,0,0.0,1.0,1549,26,323,272,1.6421763452694191,5
1570,1570,63.63646540587898,76.61545767937906,57.94614136581576,302,50.343399999999995,0,0,6,0,0,6,13.0,7.0,-1,1570,0,0.0,1.0,1550,29,295,245,1.3476004176915106,6
1571,1571,68.14602007821362,77.52795842725952,71.39710341489788,302,50.343399999999995,0,0,7,0,0,7,15.0,8.0,-1,1571,0,0.0,1.0,1551,36,298,262,2.155652024489599,7
1572,1572,68.1993590604063,85.73514403201813,61.83051769384139,302,50.343399999999995,0,0,8,0,0,8,17.0,9.0,-1,1572,0,0.0,1.0,1552,31,330,262,1.1003901633256201,8
1573,1573,74.61959054454914,77.36588452796231,44.684080423442346,302,50.343399999999995,0,0,9,0,0,9,19.0,10.0,-1,1573,0,0.0,1.0,1553,22,298,287,1.3404040135918898,9
1574,1574,81.5781264504374,71.43405371044001,51.0818324177982,302,50.343399999999995,0,0,10,0,0,15,31.0,18.5,-1,1574,0,0.0,1.0,1559,26,275,314,4.173221101617908,10
1575,1575,80.17999989740201,63.00990096057001,53.164499778681325,302,50.343399999999995,0,0,11,0,0,10,21.0,11.0,-1,1575,0,0.0,1.0,1554,27,242,308,1.9867242892085673,11
1576,1576,78.9121297446777,62.01679999847133,68.65700154295926,302,50.343399999999995,0,0,12,0,0,12,25.0,13.0,-1,1576,0,0.0,1.0,1556,34,239,304,1.4864797226693272,12
1577,1577,85.18456085036249,63.49523285642556,59.59145032057414,302,50.343399999999995,0,0,13,0,0,11,23.0,12.0,-1,1577,0,0.0,1.0,1555,30,244,328,0.795505416948878,13
1578,1578,84.15674122335803,72.73126865924574,71.16463925017466,302,50.343399999999995,0,0,14,0,0,13,27.0,24.5,13,1582,0,0.0,1.0,1557,36,280,324,1.2775149445244152,18
1579,1579,83.09353169483649,83.63840456827118,50.83431847327052,302,50.343399999999995,0,0,15,0,0,16,33.0,20.0,-1,1579,0,0.0,1.0,1560,25,322,320,2.499374000927169,15
1580,1580,90.05394360786168,73.4229792111785,60.487945783036096,302,50.343399999999995,0,0,16,0,0,14,29.0,17.0,-1,1580,0,0.0,1.0,1558,30,282,346,2.0314127671036015,16
1581,1581,79.54414327579443,87.87218902053515,61.65022280639582,302,50.343399999999995,0,0,17,1,0,17,35.0,21.5,-1,1581,0,88.682351713286,1.0,1561,31,338,306,2.533700020875592,17
1582,1582,77.2975985653164,74.65210920994608,71.29323103318528,302,50.343399999999995,0,0,18,0,0,18,37.0,23.0,13,1582,0,0.0,1.0,1562,36,287,297,0.0,18
1583,1583,86.80204048246534,81.67226438467137,63.91413350810991,302,50.343399999999995,0,0,19,0,0,19,39.0,26.5,-1,1583,0,0.0,1.0,1563,32,314,334,2.8063029711706577,19
